vote_2020,gender,census_region,education,state,age,vote_trump,sex,educd,statefip,vote_biden,sex1
Joe Biden,Male,Midwest,Associate Degree,OH,52,0,1,Associate Degree,OH,1,1
Donald Trump,Female,Northeast,Associate Degree,NY,46,1,0,Associate Degree,NY,0,2
Donald Trump,Female,Northeast,"College Degree (such as B.A., B.S.)",ME,46,1,0,"College Degree (such as B.A., B.S.)",ME,0,2
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",TN,61,1,1,"College Degree (such as B.A., B.S.)",TN,0,1
I am not sure/don't know,Male,South,"College Degree (such as B.A., B.S.)",NC,32,0,1,"College Degree (such as B.A., B.S.)",NC,0,1
Donald Trump,Female,West,"Completed some college, but no degree",CO,47,1,0,"Completed some college, but no degree",CO,0,2
Joe Biden,Female,South,Other post high school vocational training,TX,33,0,0,Other post high school vocational training,TX,1,2
Joe Biden,Male,South,"Completed some college, but no degree",FL,43,0,1,"Completed some college, but no degree",FL,1,1
Joe Biden,Female,West,Other post high school vocational training,CA,60,0,0,Other post high school vocational training,CA,1,2
Donald Trump,Male,Midwest,Masters degree,IL,39,1,1,Masters degree,IL,0,1
Someone else,Male,West,High school graduate,UT,29,0,1,High school graduate,UT,0,1
Someone else,Male,Midwest,High school graduate,MI,43,0,1,High school graduate,MI,0,1
Joe Biden,Female,South,"Completed some graduate, but no degree",GA,35,0,0,"Completed some graduate, but no degree",GA,1,2
Joe Biden,Female,South,High school graduate,TX,33,0,0,High school graduate,TX,1,2
Donald Trump,Male,South,"Completed some graduate, but no degree",NC,59,1,1,"Completed some graduate, but no degree",NC,0,1
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,51,0,0,"College Degree (such as B.A., B.S.)",NY,1,2
Donald Trump,Female,West,"Completed some college, but no degree",CO,72,1,0,"Completed some college, but no degree",CO,0,2
Donald Trump,Male,South,Masters degree,TX,41,1,1,Masters degree,TX,0,1
Donald Trump,Male,Northeast,Masters degree,NJ,80,1,1,Masters degree,NJ,0,1
Donald Trump,Female,South,Masters degree,VA,39,1,0,Masters degree,VA,0,2
Joe Biden,Male,West,Associate Degree,CA,44,0,1,Associate Degree,CA,1,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",FL,66,0,1,"College Degree (such as B.A., B.S.)",FL,1,1
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",TX,31,1,0,"College Degree (such as B.A., B.S.)",TX,0,2
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",TX,35,1,1,"College Degree (such as B.A., B.S.)",TX,0,1
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",IL,43,0,1,"College Degree (such as B.A., B.S.)",IL,1,1
Donald Trump,Female,South,"Completed some college, but no degree",TX,28,1,0,"Completed some college, but no degree",TX,0,2
Donald Trump,Male,South,"Completed some college, but no degree",VA,81,1,1,"Completed some college, but no degree",VA,0,1
I am not sure/don't know,Female,South,"Completed some college, but no degree",VA,18,0,0,"Completed some college, but no degree",VA,0,2
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",NC,62,1,1,"College Degree (such as B.A., B.S.)",NC,0,1
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",MN,29,0,1,"College Degree (such as B.A., B.S.)",MN,1,1
Joe Biden,Male,South,Other post high school vocational training,VA,65,0,1,Other post high school vocational training,VA,1,1
Joe Biden,Female,West,Associate Degree,CA,53,0,0,Associate Degree,CA,1,2
Joe Biden,Female,Northeast,Associate Degree,NY,53,0,0,Associate Degree,NY,1,2
Donald Trump,Male,South,Masters degree,VA,41,1,1,Masters degree,VA,0,1
Joe Biden,Female,Midwest,Other post high school vocational training,WI,41,0,0,Other post high school vocational training,WI,1,2
Donald Trump,Male,South,Masters degree,FL,56,1,1,Masters degree,FL,0,1
I am not sure/don't know,Female,Northeast,Associate Degree,NJ,56,0,0,Associate Degree,NJ,0,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",KY,25,0,1,"College Degree (such as B.A., B.S.)",KY,1,1
Joe Biden,Male,Northeast,High school graduate,NY,56,0,1,High school graduate,NY,1,1
Joe Biden,Male,Midwest,Associate Degree,WI,74,0,1,Associate Degree,WI,1,1
I am not sure/don't know,Male,South,High school graduate,TX,20,0,1,High school graduate,TX,0,1
Donald Trump,Male,Midwest,"College Degree (such as B.A., B.S.)",MI,34,1,1,"College Degree (such as B.A., B.S.)",MI,0,1
Joe Biden,Male,Northeast,"College Degree (such as B.A., B.S.)",NY,47,0,1,"College Degree (such as B.A., B.S.)",NY,1,1
Joe Biden,Female,South,Associate Degree,NC,41,0,0,Associate Degree,NC,1,2
Joe Biden,Male,Midwest,"Completed some college, but no degree",IL,35,0,1,"Completed some college, but no degree",IL,1,1
Donald Trump,Male,South,"Completed some college, but no degree",FL,62,1,1,"Completed some college, but no degree",FL,0,1
Joe Biden,Male,South,Associate Degree,TX,31,0,1,Associate Degree,TX,1,1
Donald Trump,Female,Northeast,"Completed some college, but no degree",PA,42,1,0,"Completed some college, but no degree",PA,0,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",TX,50,0,0,"College Degree (such as B.A., B.S.)",TX,1,2
Joe Biden,Female,South,Associate Degree,AR,62,0,0,Associate Degree,AR,1,2
Someone else,Female,South,"Completed some college, but no degree",TX,75,0,0,"Completed some college, but no degree",TX,0,2
Donald Trump,Male,West,Associate Degree,CO,48,1,1,Associate Degree,CO,0,1
I would not vote,Male,South,Other post high school vocational training,MS,25,0,1,Other post high school vocational training,MS,0,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",FL,51,0,1,"College Degree (such as B.A., B.S.)",FL,1,1
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",GA,50,1,1,"College Degree (such as B.A., B.S.)",GA,0,1
Joe Biden,Male,South,Associate Degree,OK,38,0,1,Associate Degree,OK,1,1
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,37,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",MD,40,0,0,"College Degree (such as B.A., B.S.)",MD,1,2
Donald Trump,Male,Midwest,"College Degree (such as B.A., B.S.)",OH,64,1,1,"College Degree (such as B.A., B.S.)",OH,0,1
Joe Biden,Female,South,Other post high school vocational training,GA,52,0,0,Other post high school vocational training,GA,1,2
I am not sure/don't know,Male,Northeast,High school graduate,NJ,35,0,1,High school graduate,NJ,0,1
I would not vote,Male,South,"College Degree (such as B.A., B.S.)",TX,35,0,1,"College Degree (such as B.A., B.S.)",TX,0,1
Joe Biden,Female,South,Associate Degree,MD,48,0,0,Associate Degree,MD,1,2
Donald Trump,Female,South,Associate Degree,FL,51,1,0,Associate Degree,FL,0,2
I am not sure/don't know,Male,South,Completed some high school,GA,29,0,1,Completed some high school,GA,0,1
I am not sure/don't know,Male,West,High school graduate,CA,39,0,1,High school graduate,CA,0,1
I am not sure/don't know,Male,South,High school graduate,VA,40,0,1,High school graduate,VA,0,1
I am not sure/don't know,Female,West,High school graduate,CA,47,0,0,High school graduate,CA,0,2
Joe Biden,Female,South,"Completed some college, but no degree",FL,25,0,0,"Completed some college, but no degree",FL,1,2
Donald Trump,Female,South,Completed some high school,NC,29,1,0,Completed some high school,NC,0,2
Someone else,Male,Northeast,"Completed some college, but no degree",MA,48,0,1,"Completed some college, but no degree",MA,0,1
I would not vote,Female,South,High school graduate,TX,28,0,0,High school graduate,TX,0,2
I am not sure/don't know,Male,West,"Completed some college, but no degree",UT,21,0,1,"Completed some college, but no degree",UT,0,1
Joe Biden,Female,South,"Completed some college, but no degree",NC,30,0,0,"Completed some college, but no degree",NC,1,2
Joe Biden,Male,Northeast,"Completed some college, but no degree",MA,27,0,1,"Completed some college, but no degree",MA,1,1
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",PA,54,1,1,"College Degree (such as B.A., B.S.)",PA,0,1
Joe Biden,Female,Northeast,Masters degree,NY,45,0,0,Masters degree,NY,1,2
I am not sure/don't know,Male,South,High school graduate,SC,35,0,1,High school graduate,SC,0,1
Donald Trump,Male,Northeast,Masters degree,NY,45,1,1,Masters degree,NY,0,1
Joe Biden,Male,Northeast,Associate Degree,PA,64,0,1,Associate Degree,PA,1,1
Joe Biden,Male,Northeast,"Completed some graduate, but no degree",MA,53,0,1,"Completed some graduate, but no degree",MA,1,1
Donald Trump,Male,South,"Completed some graduate, but no degree",FL,38,1,1,"Completed some graduate, but no degree",FL,0,1
Joe Biden,Female,South,Masters degree,TX,67,0,0,Masters degree,TX,1,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",IL,24,0,0,"College Degree (such as B.A., B.S.)",IL,1,2
Donald Trump,Male,Northeast,"Completed some graduate, but no degree",NY,34,1,1,"Completed some graduate, but no degree",NY,0,1
Donald Trump,Male,South,"Completed some college, but no degree",GA,26,1,1,"Completed some college, but no degree",GA,0,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",LA,67,0,1,"College Degree (such as B.A., B.S.)",LA,1,1
I am not sure/don't know,Female,South,Completed some high school,OK,34,0,0,Completed some high school,OK,0,2
Donald Trump,Female,South,"Completed some college, but no degree",FL,54,1,0,"Completed some college, but no degree",FL,0,2
Joe Biden,Male,South,Masters degree,FL,30,0,1,Masters degree,FL,1,1
I would not vote,Female,West,Completed some high school,CA,41,0,0,Completed some high school,CA,0,2
Donald Trump,Male,South,"Completed some college, but no degree",FL,66,1,1,"Completed some college, but no degree",FL,0,1
I would not vote,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,42,0,0,"College Degree (such as B.A., B.S.)",NY,0,2
Donald Trump,Female,West,"Completed some college, but no degree",CA,49,1,0,"Completed some college, but no degree",CA,0,2
Joe Biden,Female,Northeast,Masters degree,NJ,29,0,0,Masters degree,NJ,1,2
Donald Trump,Male,South,Completed some high school,NC,31,1,1,Completed some high school,NC,0,1
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",IA,36,0,1,"College Degree (such as B.A., B.S.)",IA,1,1
Donald Trump,Male,South,Other post high school vocational training,TX,39,1,1,Other post high school vocational training,TX,0,1
Donald Trump,Male,South,Masters degree,VA,41,1,1,Masters degree,VA,0,1
Donald Trump,Female,South,High school graduate,FL,49,1,0,High school graduate,FL,0,2
I would not vote,Female,Midwest,High school graduate,OH,36,0,0,High school graduate,OH,0,2
Donald Trump,Female,South,"Completed some college, but no degree",FL,50,1,0,"Completed some college, but no degree",FL,0,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",VA,32,0,0,"College Degree (such as B.A., B.S.)",VA,1,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",MS,36,0,0,"College Degree (such as B.A., B.S.)",MS,1,2
Joe Biden,Female,Northeast,Associate Degree,MA,60,0,0,Associate Degree,MA,1,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",IL,26,0,0,"College Degree (such as B.A., B.S.)",IL,1,2
Donald Trump,Male,Midwest,"Completed some college, but no degree",OH,37,1,1,"Completed some college, but no degree",OH,0,1
Joe Biden,Female,Midwest,Masters degree,IL,34,0,0,Masters degree,IL,1,2
Joe Biden,Male,Northeast,"Completed some college, but no degree",NH,72,0,1,"Completed some college, but no degree",NH,1,1
Joe Biden,Male,Midwest,High school graduate,SD,28,0,1,High school graduate,SD,1,1
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",MD,51,0,0,"College Degree (such as B.A., B.S.)",MD,1,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",NC,32,0,1,"College Degree (such as B.A., B.S.)",NC,1,1
Joe Biden,Male,Northeast,"Completed some college, but no degree",ME,38,0,1,"Completed some college, but no degree",ME,1,1
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",NJ,37,1,1,"College Degree (such as B.A., B.S.)",NJ,0,1
Joe Biden,Female,South,Associate Degree,TX,44,0,0,Associate Degree,TX,1,2
Joe Biden,Female,Midwest,Associate Degree,OH,43,0,0,Associate Degree,OH,1,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",VA,25,0,0,"College Degree (such as B.A., B.S.)",VA,1,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",FL,25,0,0,"College Degree (such as B.A., B.S.)",FL,1,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",MN,28,0,0,"College Degree (such as B.A., B.S.)",MN,1,2
I am not sure/don't know,Male,South,"College Degree (such as B.A., B.S.)",KY,49,0,1,"College Degree (such as B.A., B.S.)",KY,0,1
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",CA,32,1,0,"College Degree (such as B.A., B.S.)",CA,0,2
Joe Biden,Male,West,High school graduate,CA,55,0,1,High school graduate,CA,1,1
Joe Biden,Female,West,Masters degree,CA,40,0,0,Masters degree,CA,1,2
Joe Biden,Male,West,"College Degree (such as B.A., B.S.)",CA,40,0,1,"College Degree (such as B.A., B.S.)",CA,1,1
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,27,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",NM,35,0,0,"College Degree (such as B.A., B.S.)",NM,1,2
Joe Biden,Female,Northeast,Associate Degree,PA,34,0,0,Associate Degree,PA,1,2
Donald Trump,Male,South,"Completed some college, but no degree",TX,38,1,1,"Completed some college, but no degree",TX,0,1
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",TN,68,1,0,"College Degree (such as B.A., B.S.)",TN,0,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",IL,68,0,0,"College Degree (such as B.A., B.S.)",IL,1,2
I am not sure/don't know,Male,Northeast,High school graduate,NY,46,0,1,High school graduate,NY,0,1
Donald Trump,Female,West,Completed some high school,NM,43,1,0,Completed some high school,NM,0,2
Donald Trump,Female,West,Completed some high school,OR,30,1,0,Completed some high school,OR,0,2
Joe Biden,Female,South,High school graduate,FL,43,0,0,High school graduate,FL,1,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",NY,31,0,0,"Completed some college, but no degree",NY,1,2
Donald Trump,Male,West,Associate Degree,CA,64,1,1,Associate Degree,CA,0,1
I would not vote,Female,South,Associate Degree,FL,46,0,0,Associate Degree,FL,0,2
Someone else,Female,West,Associate Degree,CA,27,0,0,Associate Degree,CA,0,2
Donald Trump,Female,Midwest,Associate Degree,OH,64,1,0,Associate Degree,OH,0,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CO,38,0,0,"College Degree (such as B.A., B.S.)",CO,1,2
Joe Biden,Male,Midwest,Associate Degree,KS,41,0,1,Associate Degree,KS,1,1
I am not sure/don't know,Female,South,High school graduate,GA,48,0,0,High school graduate,GA,0,2
Donald Trump,Male,Northeast,High school graduate,NY,60,1,1,High school graduate,NY,0,1
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",MI,72,0,1,"College Degree (such as B.A., B.S.)",MI,1,1
Donald Trump,Male,South,"Completed some college, but no degree",SC,34,1,1,"Completed some college, but no degree",SC,0,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",GA,31,0,1,"College Degree (such as B.A., B.S.)",GA,1,1
Joe Biden,Male,Midwest,Associate Degree,MI,39,0,1,Associate Degree,MI,1,1
Donald Trump,Male,Midwest,Completed some high school,OH,33,1,1,Completed some high school,OH,0,1
Joe Biden,Male,South,Associate Degree,FL,37,0,1,Associate Degree,FL,1,1
Joe Biden,Female,South,"Completed some graduate, but no degree",TX,48,0,0,"Completed some graduate, but no degree",TX,1,2
Joe Biden,Male,South,"Completed some college, but no degree",TX,29,0,1,"Completed some college, but no degree",TX,1,1
Donald Trump,Male,South,Associate Degree,FL,40,1,1,Associate Degree,FL,0,1
Donald Trump,Male,West,"College Degree (such as B.A., B.S.)",AZ,25,1,1,"College Degree (such as B.A., B.S.)",AZ,0,1
Donald Trump,Male,West,High school graduate,UT,39,1,1,High school graduate,UT,0,1
I am not sure/don't know,Female,West,"Completed some college, but no degree",NV,28,0,0,"Completed some college, but no degree",NV,0,2
Joe Biden,Male,Midwest,Associate Degree,IL,21,0,1,Associate Degree,IL,1,1
I would not vote,Male,South,Completed some high school,OK,41,0,1,Completed some high school,OK,0,1
Someone else,Female,South,Completed some high school,DE,30,0,0,Completed some high school,DE,0,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",TX,63,1,0,"College Degree (such as B.A., B.S.)",TX,0,2
Donald Trump,Male,West,Associate Degree,WA,64,1,1,Associate Degree,WA,0,1
Donald Trump,Female,West,"Completed some college, but no degree",CO,41,1,0,"Completed some college, but no degree",CO,0,2
Donald Trump,Male,West,"College Degree (such as B.A., B.S.)",CA,36,1,1,"College Degree (such as B.A., B.S.)",CA,0,1
Donald Trump,Male,South,Completed some high school,FL,25,1,1,Completed some high school,FL,0,1
